It took 3.820772171020508 seconds to calculate the mandelbrot graph
It took 0.09927606582641602 seconds to dump the image.
         1099361 function calls (1080072 primitive calls) in 4.411 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
  527/490    0.000    0.000    0.001    0.000 contextlib.py:139(__exit__)
        2    0.000    0.000    0.001    0.001 __init__.py:299(loads)
        1    0.000    0.000    0.001    0.001 base64.py:1(<module>)
        2    0.000    0.000    0.001    0.001 decoder.py:332(decode)
        2    0.000    0.000    0.001    0.001 decoder.py:343(raw_decode)
      362    0.000    0.000    0.001    0.000 inspect.py:663(_finddoc)
     6471    0.001    0.000    0.001    0.000 {method 'format' of 'str' objects}
        1    0.000    0.000    0.001    0.001 layout_engine.py:1(<module>)
        8    0.000    0.000    0.001    0.000 axis.py:1414(get_majorticklocs)
      334    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:1531(_get_spec)
        1    0.000    0.000    0.001    0.001 scanner.py:1(<module>)
1697/1023    0.000    0.000    0.001    0.000 {built-in method builtins.hash}
   112/55    0.000    0.000    0.001    0.000 core.py:3722(copy)
       21    0.000    0.000    0.001    0.000 core.py:595(set_parse_action)
      167    0.000    0.000    0.001    0.000 colors.py:307(_to_rgba_no_colorcycle)
        1    0.000    0.000    0.001    0.001 bisect.py:1(<module>)
        1    0.000    0.000    0.001    0.001 uuid.py:1(<module>)
      265    0.000    0.000    0.001    0.000 font_manager.py:731(__eq__)
       16    0.000    0.000    0.001    0.000 ticker.py:711(set_locs)
      834    0.000    0.000    0.001    0.000 artist.py:387(pchanged)
       14    0.000    0.000    0.001    0.000 core.py:115(doc_note)
       21    0.000    0.000    0.001    0.000 core.py:675(<listcomp>)
       25    0.000    0.000    0.001    0.000 core.py:262(_trim_arity)
      237    0.000    0.000    0.001    0.000 fromnumeric.py:51(_wrapfunc)
        6    0.000    0.000    0.001    0.000 getlimits.py:34(__init__)
      137    0.000    0.000    0.001    0.000 transforms.py:2418(transform_affine)
      219    0.000    0.000    0.001    0.000 <__array_function__ internals>:177(column_stack)
 1728/265    0.000    0.000    0.001    0.000 abc.py:121(__subclasscheck__)
      296    0.001    0.000    0.001    0.000 __init__.py:1760(normalize_kwargs)
      614    0.001    0.000    0.001    0.000 _inspect.py:65(getargs)
        1    0.000    0.000    0.001    0.001 heapq.py:1(<module>)
        1    0.000    0.000    0.001    0.001 axes3d.py:42(Axes3D)
     4353    0.001    0.000    0.001    0.000 {built-in method builtins.sorted}
 1728/265    0.001    0.000    0.001    0.000 {built-in method _abc._abc_subclasscheck}
       50    0.000    0.000    0.001    0.000 traceback.py:301(line)
        2    0.001    0.001    0.001    0.001 {method 'take' of 'numpy.ndarray' objects}
       10    0.000    0.000    0.001    0.000 transforms.py:649(union)
  198/145    0.000    0.000    0.001    0.000 transforms.py:2441(get_affine)
        1    0.000    0.000    0.001    0.001 traceback.py:216(extract_stack)
        1    0.000    0.000    0.001    0.001 traceback.py:338(extract)
        2    0.000    0.000    0.001    0.001 linecache.py:26(getline)
        2    0.000    0.000    0.001    0.001 linecache.py:36(getlines)
        2    0.000    0.000    0.001    0.001 <__array_function__ internals>:177(inv)
        1    0.000    0.000    0.001    0.001 linecache.py:80(updatecache)
       12    0.000    0.000    0.001    0.000 backend_agg.py:109(draw_path)
        2    0.001    0.000    0.001    0.001 linalg.py:469(inv)
       12    0.001    0.000    0.001    0.000 {method 'draw_path' of 'matplotlib.backends._backend_agg.RendererAgg' objects}
      137    0.000    0.000    0.001    0.000 transforms.py:809(from_extents)
    30747    0.001    0.000    0.001    0.000 {built-in method builtins.callable}
        1    0.000    0.000    0.001    0.001 ElementTree.py:36(_get_py3_cls)
  845/843    0.001    0.000    0.001    0.000 __init__.py:294(process)
      576    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:132(_path_split)
   112/55    0.000    0.000    0.001    0.000 core.py:3724(<listcomp>)
     10/3    0.000    0.000    0.001    0.000 unicode.py:14(__get__)
       20    0.000    0.000    0.001    0.000 core.py:4779(parseImpl)
       62    0.000    0.000    0.001    0.000 __init__.py:752(_open_file_or_url)
      741    0.001    0.000    0.001    0.000 <frozen importlib._bootstrap>:125(release)
        1    0.000    0.000    0.001    0.001 tz.py:1(<module>)
      173    0.000    0.000    0.001    0.000 inspect.py:3014(replace)
      222    0.000    0.000    0.001    0.000 core.py:455(__init__)
        2    0.000    0.000    0.001    0.000 core.py:5684(srange)
      219    0.000    0.000    0.001    0.000 shape_base.py:612(column_stack)
      117    0.000    0.000    0.001    0.000 transforms.py:800(from_bounds)
       55    0.000    0.000    0.001    0.000 core.py:3643(<listcomp>)
      449    0.000    0.000    0.001    0.000 transforms.py:1886(__init__)
       47    0.000    0.000    0.001    0.000 text.py:188(update)
       46    0.000    0.000    0.001    0.000 font_manager.py:1359(_find_fonts_by_props)
      334    0.001    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:721(spec_from_file_location)
      888    0.001    0.000    0.001    0.000 __init__.py:2028(_setattr_cm)
    48/35    0.000    0.000    0.001    0.000 typing.py:401(__getitem__)
       83    0.000    0.000    0.001    0.000 typing.py:1016(__init__)
      735    0.000    0.000    0.001    0.000 inspect.py:612(unwrap)
  264/157    0.000    0.000    0.001    0.000 core.py:1857(name)
      448    0.000    0.000    0.001    0.000 font_manager.py:1011(_json_decode)
        1    0.000    0.000    0.001    0.001 api.py:1(<module>)
       39    0.000    0.000    0.001    0.000 deprecation.py:316(delete_parameter)
        1    0.000    0.000    0.001    0.001 _afm.py:1(<module>)
       34    0.001    0.000    0.001    0.000 {built-in method io.open}
        1    0.000    0.000    0.001    0.001 unicode.py:80(alphanums)
      288    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:1089(path_stats)
       16    0.000    0.000    0.001    0.000 ticker.py:230(format_ticks)
  213/110    0.000    0.000    0.001    0.000 core.py:1832(default_name)
       42    0.000    0.000    0.001    0.000 path.py:281(__deepcopy__)
      419    0.000    0.000    0.001    0.000 artist.py:82(_stale_axes_callback)
        1    0.000    0.000    0.001    0.001 unicode.py:70(alphas)
       61    0.000    0.000    0.001    0.000 core.py:4349(__init__)
       63    0.000    0.000    0.001    0.000 colors.py:1079(reversed)
   263/19    0.000    0.000    0.001    0.000 ast.py:414(visit)
      405    0.000    0.000    0.001    0.000 fromnumeric.py:69(_wrapreduction)
        1    0.000    0.000    0.001    0.001 _type_aliases.py:1(<module>)
     6289    0.001    0.000    0.001    0.000 {method 'find' of 'str' objects}
       35    0.000    0.000    0.001    0.000 typing.py:483(Union)
      386    0.000    0.000    0.001    0.000 font_manager.py:1171(score_family)
   263/19    0.000    0.000    0.001    0.000 ast.py:420(generic_visit)
        2    0.000    0.000    0.001    0.000 function_base.py:1(<module>)
      648    0.001    0.000    0.001    0.000 inspect.py:66(get_annotations)
       31    0.000    0.000    0.001    0.000 patches.py:260(get_transform)
      305    0.000    0.000    0.001    0.000 transforms.py:754(__init__)
        1    0.001    0.001    0.001    0.001 {method 'readlines' of '_io._IOBase' objects}
     7444    0.001    0.000    0.001    0.000 enum.py:678(__new__)
        1    0.000    0.000    0.001    0.001 extras.py:1(<module>)
       15    0.000    0.000    0.001    0.000 artist.py:743(set_clip_path)
     25/6    0.000    0.000    0.001    0.000 core.py:3816(streamline)
       33    0.000    0.000    0.001    0.000 colors.py:399(to_rgba_array)
     5184    0.001    0.000    0.001    0.000 {built-in method builtins.setattr}
    24/12    0.000    0.000    0.001    0.000 core.py:4108(parseImpl)
        1    0.000    0.000    0.001    0.001 polynomial.py:1472(Polynomial)
     1073    0.000    0.000    0.001    0.000 {built-in method builtins.max}
       33    0.000    0.000    0.001    0.000 <__array_function__ internals>:177(linspace)
      355    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap>:173(__exit__)
     35/5    0.000    0.000    0.001    0.000 core.py:3675(streamline)
       63    0.000    0.000    0.001    0.000 colors.py:1098(<dictcomp>)
      138    0.000    0.000    0.001    0.000 artist.py:150(__init__)
       47    0.000    0.000    0.001    0.000 text.py:1269(set_fontproperties)
       62    0.000    0.000    0.001    0.000 core.py:1352(__add__)
       37    0.000    0.000    0.001    0.000 getlimits.py:111(_float_to_str)
       33    0.000    0.000    0.001    0.000 function_base.py:23(linspace)
      401    0.000    0.000    0.001    0.000 re.py:202(sub)
       50    0.000    0.000    0.001    0.000 core.py:131(get_object_signature)
        2    0.000    0.000    0.001    0.000 dataclasses.py:1333(make_dataclass)
      365    0.000    0.000    0.001    0.000 transforms.py:1782(transform)
        1    0.000    0.000    0.001    0.001 core.py:5798(<listcomp>)
        5    0.000    0.000    0.001    0.000 enum.py:483(_create_)
     3142    0.000    0.000    0.001    0.000 inspect.py:2969(<genexpr>)
2362/2196    0.000    0.000    0.001    0.000 {method 'update' of 'dict' objects}
        8    0.000    0.000    0.001    0.000 axis.py:2422(get_tick_space)
        1    0.000    0.000    0.001    0.001 fractions.py:1(<module>)
       18    0.000    0.000    0.001    0.000 <__array_function__ internals>:177(clip)
       75    0.000    0.000    0.001    0.000 font_manager.py:677(__init__)
        1    0.000    0.000    0.001    0.001 helpers.py:648(make_html_tags)
        1    0.000    0.000    0.001    0.001 helpers.py:590(_makeTags)
        3    0.000    0.000    0.001    0.000 warnings.py:130(filterwarnings)
     72/4    0.000    0.000    0.001    0.000 core.py:909(_parseCache)
       13    0.000    0.000    0.001    0.000 _docstring.py:57(<listcomp>)
       19    0.000    0.000    0.001    0.000 patches.py:740(get_patch_transform)
       40    0.000    0.000    0.001    0.000 lines.py:1184(set_marker)
        1    0.000    0.000    0.001    0.001 dviread.py:1(<module>)
        2    0.000    0.000    0.001    0.000 dataclasses.py:1156(dataclass)
        2    0.000    0.000    0.001    0.000 dataclasses.py:1174(wrap)
        2    0.000    0.000    0.001    0.000 dataclasses.py:881(_process_class)
      219    0.000    0.000    0.001    0.000 enum.py:89(__setitem__)
       18    0.000    0.000    0.001    0.000 fromnumeric.py:2111(clip)
      188    0.001    0.000    0.001    0.000 colors.py:1100(<listcomp>)
       16    0.000    0.000    0.001    0.000 ticker.py:793(_set_format)
     2362    0.000    0.000    0.001    0.000 sre_parse.py:173(append)
      196    0.000    0.000    0.001    0.000 sre_parse.py:97(closegroup)
       47    0.000    0.000    0.001    0.000 artist.py:1168(update)
        1    0.000    0.000    0.001    0.001 backend_bases.py:3498(new_figure_manager)
      362    0.000    0.000    0.001    0.000 inspect.py:653(_findclass)
        8    0.000    0.000    0.001    0.000 spines.py:284(draw)
        1    0.000    0.000    0.001    0.001 __init__.py:335(_sanity_check)
        2    0.000    0.000    0.001    0.000 _base.py:2980(_update_title_position)
       20    0.000    0.000    0.001    0.000 lines.py:1028(get_path)
        1    0.000    0.000    0.001    0.001 _base.py:547(_AxesBase)
     24/7    0.000    0.000    0.001    0.000 core.py:4409(streamline)
        1    0.000    0.000    0.001    0.001 core.py:400(ParserElement)
       88    0.000    0.000    0.001    0.000 _base.py:813(viewLim)
       82    0.000    0.000    0.001    0.000 core.py:2266(__init__)
       86    0.000    0.000    0.001    0.000 backend_bases.py:650(new_gc)
       14    0.000    0.000    0.001    0.000 axis.py:356(_apply_params)
      772    0.000    0.000    0.001    0.000 transforms.py:1769(__init__)
        1    0.000    0.000    0.001    0.001 __init__.py:445(StrFormatStyle)
       26    0.000    0.000    0.001    0.000 core.py:6820(__init__)
      386    0.001    0.000    0.001    0.000 font_manager.py:1229(score_stretch)
      369    0.000    0.000    0.001    0.000 transforms.py:1848(transform_affine)
     8946    0.001    0.000    0.001    0.000 {method 'pop' of 'list' objects}
        1    0.000    0.000    0.001    0.001 signal.py:1(<module>)
      199    0.000    0.000    0.001    0.000 <__array_function__ internals>:177(dot)
       63    0.000    0.000    0.001    0.000 core.py:3783(__init__)
       43    0.000    0.000    0.001    0.000 _base.py:66(__set_name__)
       85    0.000    0.000    0.001    0.000 path.py:99(__init__)
       20    0.000    0.000    0.001    0.000 core.py:4956(parseImpl)
       90    0.000    0.000    0.001    0.000 _base.py:799(_unstale_viewLim)
       25    0.000    0.000    0.001    0.000 core.py:5368(__init__)
       76    0.000    0.000    0.001    0.000 deprecation.py:187(finalize)
       26    0.000    0.000    0.001    0.000 core.py:6825(getdoc)
     1670    0.000    0.000    0.001    0.000 __init__.py:101(check_in_list)
      137    0.000    0.000    0.001    0.000 <__array_function__ internals>:177(reshape)
      386    0.000    0.000    0.001    0.000 font_manager.py:1247(score_weight)
       18    0.000    0.000    0.001    0.000 {method 'clip' of 'numpy.ndarray' objects}
        3    0.000    0.000    0.001    0.000 enum.py:536(_convert_)
     3329    0.001    0.000    0.001    0.000 <frozen importlib._bootstrap>:244(_verbose_message)
        4    0.000    0.000    0.001    0.000 axis.py:1090(_set_lim)
        1    0.000    0.000    0.001    0.001 figure.py:2312(__init__)
     20/6    0.000    0.000    0.001    0.000 core.py:4373(parseImpl)
       86    0.000    0.000    0.001    0.000 backend_bases.py:727(__init__)
        6    0.000    0.000    0.001    0.000 axis.py:242(set_clip_path)
       18    0.000    0.000    0.001    0.000 _methods.py:127(_clip)
       35    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:1343(_path_hooks)
 3627/861    0.000    0.000    0.001    0.000 __init__.py:337(recursive_subclasses)
       64    0.000    0.000    0.001    0.000 axis.py:2160(getter)
       35    0.000    0.000    0.001    0.000 core.py:2315(__init__)
     5580    0.001    0.000    0.001    0.000 {method 'group' of 're.Match' objects}
     8985    0.001    0.000    0.001    0.000 {method 'rstrip' of 'str' objects}
      242    0.000    0.000    0.001    0.000 markers.py:277(_recache)
       28    0.001    0.000    0.001    0.000 {built-in method builtins.compile}
       39    0.000    0.000    0.001    0.000 deprecation.py:257(rename_parameter)
        8    0.000    0.000    0.001    0.000 rcsetup.py:269(validate_color_or_inherit)
       18    0.000    0.000    0.001    0.000 arrayprint.py:1571(_array_str_implementation)
      288    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:585(_classify_pyc)
        1    0.000    0.000    0.001    0.001 defchararray.py:1(<module>)
      127    0.000    0.000    0.001    0.000 transforms.py:2006(rotate_deg)
       21    0.000    0.000    0.001    0.000 ast.py:33(parse)
     2714    0.000    0.000    0.001    0.000 util.py:185(is_consecutive)
      527    0.000    0.000    0.001    0.000 contextlib.py:279(helper)
        1    0.000    0.000    0.001    0.001 _constrained_layout.py:1(<module>)
       43    0.000    0.000    0.001    0.000 deprecation.py:457(<listcomp>)
        1    0.000    0.000    0.001    0.001 image.py:956(set_extent)
      321    0.001    0.000    0.001    0.000 {method '__exit__' of '_io._IOBase' objects}
       36    0.000    0.000    0.001    0.000 {method 'draw_markers' of 'matplotlib.backends._backend_agg.RendererAgg' objects}
       18    0.000    0.000    0.001    0.000 arrayprint.py:506(wrapper)
      347    0.000    0.000    0.001    0.000 __init__.py:82(find_spec)
